systeminfo_identifier,product,feature,featureversion,binaryrating,useragent,updateddate,scaleratingmax,feedbacktext,assetalias
id:b3da787d-40eb-464c-9ec3-82d585bae627,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-09T19:32:51.240Z,,,Android.App
id:7d5c6ba7-dffe-4d88-996d-8ce0c1112080,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-N975U Build/QP1A.190711.020),2022-03-09T19:20:54.515Z,,,Android.App
id:92cc8cba-5285-4f8c-887c-c8a52fd77c5f,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-03T20:01:37.942Z,,,Android.App
id:c3fc0268-a6d3-4ca0-99e4-17a75af061ce,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; Pixel 3 Build/RQ3A.211001.001),2022-03-03T20:57:48.553Z,,,Android.App
id:02ebe6a8-aca8-4303-863c-f68352ee1b8c,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-02T19:48:25.914Z,,,Android.App
id:91b8fbd7-c3f4-4447-a406-13d7b242b54c,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; Pixel 3 Build/RQ3A.211001.001),2022-03-03T20:58:22.679Z,,,Android.App
id:cdeca9f0-44cf-4dfd-b056-6061003e3281,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U Build/QP1A.190711.020),2022-03-13T12:26:59.770Z,,,Android.App
id:b829c164-6ff9-43d7-9014-7b6ff85a8cbb,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; IN2021 Build/RP1A.201005.001),2022-03-09T19:27:24.084Z,,,Android.App
id:b5f533e5-5fd8-429c-8cf4-4db782c77430,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; moto g(7) power Build/QPOS30.85-23-7),2022-03-03T20:55:57.525Z,,,Android.App
id:c85deada-956d-406c-b936-8c1694346617,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G996U Build/SP1A.210812.016),2022-03-02T19:03:03.023Z,,,Android.App
id:8f4b1d39-d6c0-4b0e-99f2-4643e3f434bc,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-F711U1 Build/SP1A.210812.016),2022-03-09T19:58:21.039Z,,,Android.App
id:b960401d-4e24-4a9d-9800-d01785209c15,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 5 Build/SQ1A.220205.002),2022-03-09T19:27:04.448Z,,,Android.App
id:c9c88263-1d65-4f25-a30d-ca451b83dab7,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-F711U Build/SP1A.210812.016),2022-03-09T19:33:52.322Z,,,Android.App
id:d14db652-c54b-4af5-bb6f-8204612f9b0c,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998B Build/SP1A.210812.016),2022-03-02T19:41:59.480Z,,,Android.App
id:367cc638-475f-42ed-a09c-ac8570a462ed,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SQ1D.220205.004),2022-03-09T19:58:22.448Z,,,Android.App
id:ea451bc0-d1b5-4b35-b955-5cbd449f60f0,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-03-07T19:32:50.620Z,,,Android.App
id:a990a83c-91e2-4436-a4e6-96304dc2fa18,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-03T20:22:10.383Z,,,Android.App
id:2c25719c-b920-4bcb-8e2c-20ed66d66cd0,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-04T18:57:33.947Z,,,Android.App
id:3c192f53-a779-4ced-9b34-2e840ca004ab,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S906U Build/SP1A.210812.016),2022-03-04T18:24:41.167Z,,,Android.App
id:322ec949-f115-4bb8-9286-927a07672eec,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G991U Build/SP1A.210812.016),2022-03-07T19:43:46.123Z,,,Android.App
id:f8b6bb72-0aef-462e-9d16-534fd05294c8,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G781U Build/SP1A.210812.016),2022-03-08T19:48:15.060Z,,,Android.App
id:2567bc5d-80ac-4d51-af6e-d084fe237ba1,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U Build/QP1A.190711.020),2022-03-02T19:14:12.454Z,,,Android.App
id:c1f18742-c02c-4052-a502-18e6cc997e94,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G781V Build/SP1A.210812.016),2022-03-04T18:36:04.385Z,,,Android.App
id:c3b2e412-ec1e-4d0f-a2c6-01b4cb06f866,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-A505GT Build/RP1A.200720.012),2022-03-07T19:05:59.212Z,,,Android.App
id:c46e3a6e-e180-485b-8db1-9f5bd7c42349,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; LE2127 Build/RKQ1.201105.002),2022-03-08T19:01:21.082Z,,,Android.App
id:4f9535bf-1022-4604-8a8e-2387c1b27bee,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; TECNO KB8 Build/QP1A.190711.020),2022-03-08T19:20:23.488Z,,,Android.App
id:82d82474-c616-4e0d-bcf4-398c0bbef186,Microsoft Office,Word,1,TRUE,25.54.0/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U Build/QP1A.190711.020),2022-03-13T12:46:13.933Z,,,Android.App
id:45a1806f-4929-435a-a089-3eb636f81eec,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-04T18:09:09.054Z,,,Android.App
id:2b6289be-e598-4d97-82e9-9ed4295ad1c6,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-08T19:17:39.722Z,,,Android.App
id:790c3279-d9fa-45a4-960f-f9ca6e7158da,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-G965U Build/QP1A.190711.020),2022-03-04T18:51:53.244Z,,,Android.App
id:208624fc-cff2-4761-85dc-797b61ac72ce,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SQ1D.220205.004),2022-03-02T19:19:23.767Z,,,Android.App
id:cde2517b-11be-4685-a188-1ad93a804e8e,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 9; SM-G950U Build/PPR1.180610.011),2022-03-02T19:32:04.772Z,,,Android.App
id:9d193f1d-3309-411d-8b68-3cadfb4c6d34,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-07T19:26:27.300Z,,,Android.App
id:15afd06a-0c5a-459f-b541-063051f55f99,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N975U Build/SP1A.210812.016),2022-03-08T19:04:48.299Z,,,Android.App
id:ce7bdbcc-f5ff-46e8-9102-eb948ac3d249,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-08T19:14:12.262Z,,,Android.App
id:c09f790d-652b-433a-adc3-af1938e64c11,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-04T18:14:11.214Z,,,Android.App
id:a1429d59-a3ee-441b-993d-614b29851b50,Microsoft Office,Word,1,TRUE,25.55.1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-07T19:22:00.390Z,,,Android.App
id:0488e3a5-7352-48b7-9824-3209d9995127,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-F926U1 Build/SP1A.210812.016),2022-03-07T19:30:21.699Z,,,Android.App
id:8ff3bb45-f90d-4e80-8354-77c718c31917,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G990U Build/SP1A.210812.016),2022-03-08T19:49:05.600Z,,,Android.App
id:921acb73-ee61-47bd-91f9-56106c5e7c4c,Microsoft Office,Excel,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-14T18:48:17.950Z,,,Android.App
id:5d609107-93a1-495a-93d3-104af9d18cb4,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 11; moto g power (2021) Build/RZBS31.Q2-143-27-7),2022-03-14T18:32:13.079Z,,,Android.App
id:96f591c0-6268-4e45-86c4-9d2f5bbee639,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SQ1D.220205.004),2022-03-06T20:07:22.059Z,,,Android.App
id:d1e9b0ad-c366-4d35-8875-19e609ff7da2,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-08T19:26:52.711Z,,,Android.App
id:f20a073b-5c56-4a9f-90e5-361cf5ff8f85,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G990U Build/SP1A.210812.016),2022-03-14T18:56:13.451Z,,,Android.App
id:4e0749a3-0039-4ca3-9900-9d7fd830a443,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SQ1D.220205.004),2022-03-14T18:05:42.109Z,,,Android.App
id:9a6e59cf-2392-4be0-b9a8-5baca942a1a3,Microsoft Office,Powerpoint,1,TRUE,25.54.15/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-03T21:50:19.074Z,,,Android.App
id:3a33aadb-6ee3-4d61-8e5d-9fe187476ca4,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; motorola one 5G UW ace Build/RRVS31.Q2-36-14-16-4),2022-03-06T20:17:51.164Z,,,Android.App
id:077e6126-7f09-4539-9fb4-0cf7ce05f8a7,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SQ1D.220205.004),2022-03-06T20:05:30.864Z,,,Android.App
id:618d39d8-5b34-46d1-851b-ea7ae755efdc,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 10; LM-Q730 Build/QKQ1.200216.002),2022-03-14T18:31:06.606Z,,you know mmmm cool,Android.App
id:6e847e1f-b4fe-4daa-84e3-20c5b3c97a2f,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-G975U Build/RP1A.200720.012),2022-03-01T17:28:51.484Z,,,Android.App
id:6407ffd6-457f-400f-847f-912aa97bd5d9,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-A136U Build/RP1A.200720.012),2022-03-01T17:51:52.859Z,,,Android.App
id:a309fa04-6c16-4bd4-9483-5f83a4068ccc,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-G975U Build/RP1A.200720.012),2022-03-01T17:27:58.624Z,,,Android.App
id:91aff662-095d-4e8d-a33c-0537f88d563a,Microsoft Office,Paint,1,TRUE,25.54.15/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-03T21:51:57.286Z,,,Android.App
id:54405c82-38a5-427c-8767-031c8ca833f5,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-03-01T17:30:31.145Z,,,Android.App
id:5d17cfbe-0ca9-4284-ae33-ffa5a5afe4f6,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U Build/QP1A.190711.020),2022-03-03T21:53:07.584Z,,,Android.App
id:75269d8a-68be-45e5-97bb-a35fa1ec1390,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-G970U1 Build/RP1A.200720.012),2022-03-01T17:41:18.181Z,,,Android.App
id:7f03ea14-60c3-4856-90f2-341c39b7c517,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SQ1D.220105.007),2022-03-01T17:24:56.189Z,,,Android.App
id:91aff662-095d-4e8d-a33c-0537f88d563a,Microsoft Office,Paint,1,TRUE,25.54.15/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-03T21:56:53.665Z,,,Android.App
id:2c9c6c17-eef8-44c6-8dcd-8eeeeb0024e4,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-01T17:46:21.421Z,,,Android.App
id:f3c94ef1-3add-4cc3-8bc6-bb9300e10e78,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-05T21:05:24.812Z,,,Android.App
id:d3fcf5be-70e2-4cbc-b502-b118b88c9c07,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-A115U Build/QP1A.190711.020),2022-03-05T21:04:04.887Z,,,Android.App
id:bb7d48a6-71a3-4c0d-a6cd-af440d5f7855,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-03T23:42:47.993Z,,,Android.App
id:521dd94e-0315-42a5-bd70-6c087fc27338,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 5a Build/SQ1A.220205.002),2022-03-05T21:59:39.353Z,,,Android.App
id:ab0631f2-5351-4c2a-a5ed-3ebdaf4cd160,Microsoft Office,Feature12,2,,insomnia/2022.1.0,2022-03-03T23:00:49.435Z,10,,com.microsoft.qbo.ios
id:ab0631f2-5351-4c2a-a5ed-3ebdaf4cd160,Microsoft Office,Feature12,2,,insomnia/2022.1.0,2022-03-03T23:00:42.075Z,10,,com.microsoft.qbo.ios
id:a8bdd995-5f58-417f-8d4e-cc44763845b4,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; moto g power Build/RPMS31.Q1-54-13-8),2022-03-05T21:33:57.331Z,,,Android.App
id:2c4386aa-9b53-4f60-b0b6-8ac909f9dcac,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U1 Build/SP1A.210812.016),2022-03-01T17:10:31.693Z,,,Android.App
id:60c91912-c095-49c8-af49-fef2520f9955,Microsoft Office,Word,1,TRUE,25.54.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G996U Build/SP1A.210812.016),2022-03-01T17:38:28.759Z,,,Android.App
id:599e2ed4-b33c-48e9-938e-49787d511cd8,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G986U Build/SP1A.210812.016),2022-03-03T21:40:52.884Z,,,Android.App
id:b0efd3cf-84fa-4782-b903-cf7d757f3ae0,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; moto g power (2021) Build/RZBS31.Q2-143-27-4),2022-03-01T17:55:58.044Z,,,Android.App
id:212dc2ef-a5e1-4a9d-b0de-1f6e422e425c,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N970U Build/SP1A.210812.016),2022-03-13T19:44:51.213Z,,,Android.App
id:bb05f330-c30b-417d-ac5e-014ecf2d3367,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-F916U Build/SP1A.210812.016),2022-03-03T23:36:58.499Z,,,Android.App
id:ab0631f2-5351-4c2a-a5ed-3ebdaf4cd160,Microsoft Office,Feature12,2,,insomnia/2022.1.0,2022-03-03T23:00:46.992Z,10,,com.microsoft.qbo.ios
id:ab0631f2-5351-4c2a-a5ed-3ebdaf4cd160,Microsoft Office,Feature12,2,,insomnia/2022.1.0,2022-03-03T23:00:44.793Z,10,,com.microsoft.qbo.ios
id:1cede3eb-6c55-407a-95db-5765b5f0d6a3,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G986U Build/SP1A.210812.016),2022-03-03T23:36:37.950Z,,,Android.App
id:ab0631f2-5351-4c2a-a5ed-3ebdaf4cd160,Microsoft Office,Feature12,2,,insomnia/2022.1.0,2022-03-03T23:00:46.566Z,10,,com.microsoft.qbo.ios
id:e68cfb29-6d53-42a1-b72f-b45566eb855f,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-03-03T23:21:44.539Z,,,Android.App
id:d9c6b240-d442-4057-bcb7-628f902fc9a2,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-A516U Build/RP1A.200720.012),2022-03-13T19:47:05.552Z,,,Android.App
id:6bf4e076-c086-44b5-be39-721090c1c85d,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 11; moto g stylus 5G Build/RRE31.Q3-60-47-2-2),2022-03-13T22:44:34.565Z,,,Android.App
id:4fdc06e9-affe-4d90-8702-a5b3e68a80c5,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S906U Build/SP1A.210812.016),2022-03-13T22:38:45.689Z,,,Android.App
id:de9d6000-70a4-48dd-9df6-6f83a55b9e88,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 8.1.0; LM-Q710(FGN) Build/OPM1.171019.019),2022-03-13T22:27:22.060Z,,great,Android.App
id:71364bc2-796a-47c9-a749-2cfced80b27f,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-01T17:51:56.812Z,,,Android.App
id:19192c67-f20f-41e0-9b58-9fe924e3732b,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-S102DL Build/QP1A.190711.020),2022-03-03T23:06:37.180Z,,,Android.App
id:0785d6b7-5fb3-42fe-9947-caf9d76b2f69,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S901U Build/SP1A.210812.016),2022-03-05T21:46:15.215Z,,,Android.App
id:ab0631f2-5351-4c2a-a5ed-3ebdaf4cd160,Microsoft Office,Feature12,2,,insomnia/2022.1.0,2022-03-03T23:00:46.424Z,10,,com.microsoft.qbo.ios
id:887b7832-a034-451f-a130-94e3839aa06c,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-13T19:49:33.954Z,,,Android.App
id:886b9da9-26c0-43b9-9b09-a7688449c2c5,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-A426U Build/SP1A.210812.016),2022-03-14T11:46:38.430Z,,,Android.App
id:16adb612-1c08-4f84-bc28-837b268f9ce0,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 9; moto e6 Build/PCBS29.73-143-2),2022-03-05T21:39:16.930Z,,,Android.App
id:b7b03a99-448a-49e2-aff1-d1c0e1a9a00e,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N981U Build/SP1A.210812.016),2022-03-03T23:57:26.663Z,,,Android.App
id:ab0631f2-5351-4c2a-a5ed-3ebdaf4cd160,Microsoft Office,Feature12,2,,insomnia/2022.1.0,2022-03-03T23:00:44.716Z,10,,com.microsoft.qbo.ios
id:ab0631f2-5351-4c2a-a5ed-3ebdaf4cd160,Microsoft Office,Feature12,2,,insomnia/2022.1.0,2022-03-03T23:00:44.989Z,10,,com.microsoft.qbo.ios
id:956121a4-a95b-41f6-a341-2f6663acd417,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-13T22:32:37.664Z,,,Android.App
id:1874bfb8-71cc-4ac2-87a7-16bacda36035,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-N960U Build/QP1A.190711.020),2022-03-03T23:30:56.940Z,,,Android.App
id:ab0631f2-5351-4c2a-a5ed-3ebdaf4cd160,Microsoft Office,Feature12,2,,insomnia/2022.1.0,2022-03-03T23:00:49.183Z,10,,com.microsoft.qbo.ios
id:ab0631f2-5351-4c2a-a5ed-3ebdaf4cd160,Microsoft Office,Feature12,2,,insomnia/2022.1.0,2022-03-03T23:00:46.887Z,10,,com.microsoft.qbo.ios
id:ab0631f2-5351-4c2a-a5ed-3ebdaf4cd160,Microsoft Office,Feature12,2,,insomnia/2022.1.0,2022-03-03T23:00:48.726Z,10,,com.microsoft.qbo.ios
id:80234347-e343-4dac-b582-64344ffebeeb,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SD1A.210817.037.A1),2022-03-13T22:40:59.279Z,,,Android.App
id:677004e1-ba66-4790-9a38-0d52084acd15,Microsoft Office,QANDA_COMPLEX_TRANSACTIONS,1,TRUE,25.55.18/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 5 Build/SQ1A.220205.002),2022-03-10T19:30:11.493Z,,This is great!,Android.App
id:244a9c6a-942a-4be4-b590-54b8f872c687,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 4a (5G) Build/SQ1A.220205.002),2022-03-06T21:57:03.308Z,,,Android.App
id:57c837d5-97a4-4d07-b672-b1a5661b55bf,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-03-13T22:23:35.742Z,,,Android.App
id:f94773ab-94e5-4d6d-a34d-cdfaa8cea47c,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-A125U Build/RP1A.200720.012),2022-03-14T11:31:17.629Z,,,Android.App
id:a1429d59-a3ee-441b-993d-614b29851b50,Microsoft Office,Word,1,TRUE,25.55.8/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-10T19:22:43.073Z,,,Android.App
id:dd7bf075-6e25-4fcc-8b1b-9207c284f858,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G781U Build/SP1A.210812.016),2022-03-10T19:13:09.744Z,,,Android.App
id:462545d2-c018-4e63-8919-0c584a571f3d,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-A125U Build/RP1A.200720.012),2022-03-06T21:44:11.426Z,,,Android.App
id:e5c729b6-17cf-4233-acbe-566302f7739e,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; motorola razr Build/RPVS31.Q2-62-7-10-9),2022-03-14T11:11:22.929Z,,,Android.App
id:8bb64ef2-bf67-43c4-a14a-70a5df955bd3,Microsoft Office,Word,1,TRUE,25.55.8/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-10T19:21:34.059Z,,,Android.App
id:282999d2-4504-46c4-951e-7e7502acf7c3,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U Build/QP1A.190711.020),2022-03-10T19:34:27.985Z,,,Android.App
id:1230dbb2-e8a3-49a2-b7fd-bb9f120fbf91,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G991U1 Build/SP1A.210812.016),2022-03-06T21:34:15.132Z,,,Android.App
id:5a5d2f1c-ce7a-460a-91cb-45ebd27bc4b0,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G996U Build/SP1A.210812.016),2022-03-06T23:22:30.231Z,,,Android.App
id:701b9e87-9f46-44f1-b5bd-915676c21fb9,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-05T20:15:52.580Z,,,Android.App
id:801cbc27-3e5e-4455-bdf2-32df85b8b8ee,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 3 Build/SP1A.210812.016.C1),2022-03-10T19:48:49.137Z,,,Android.App
id:c2456413-15e7-4943-bd79-adf603ca6823,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 11; T790Z Build/RKQ1.210209.002),2022-03-10T19:27:08.017Z,,,Android.App
id:ab0631f2-5351-4c2a-a5ed-3ebdaf4cd160,Microsoft Office,Feature12,2,,insomnia/2022.1.0,2022-03-03T22:53:47.261Z,10,,com.microsoft.qbo.ios
id:fe54e6ce-257a-4074-a996-cdbc4e4b952b,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-A037U Build/RP1A.200720.012),2022-03-03T22:02:55.243Z,,,Android.App
