systeminfo_identifier,product,feature,featureversion,binaryrating,useragent,updateddate,scaleratingmax,feedbacktext,assetalias
id:7bb9e458-3622-4523-aeec-6b2d3769f01f,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; Surface Duo Build/2022.111.64),2022-03-05T22:49:53.232Z,,it is quick,Android.App
id:fb24bace-a4de-4271-9ffb-d37326184394,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S901U Build/SP1A.210812.016),2022-03-08T21:38:03.424Z,,,Android.App
id:cd374560-b53f-421c-9313-46081c18fd02,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-07T02:17:00.139Z,,,Android.App
id:948adfa1-5ec2-4fcc-b657-3994344461b3,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-07T02:10:04.657Z,,,Android.App
id:b7942a62-9c5c-4b04-88be-f046d305dc89,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-F926U1 Build/SP1A.210812.016),2022-03-05T22:59:39.632Z,,,Android.App
id:b97cb989-4fca-4ab2-81de-4fa516513e95,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S901E Build/SP1A.210812.016),2022-03-07T21:04:06.286Z,,,Android.App
id:dda467b3-b35a-49e7-a6f7-b5d60b2da9c0,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/S2B3.220205.007.A1),2022-03-02T22:46:28.710Z,,,Android.App
id:c1f18742-c02c-4052-a502-18e6cc997e94,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G781V Build/SP1A.210812.016),2022-03-08T21:19:47.820Z,,,Android.App
id:16832cb6-0c11-42ed-9768-c645119d3f77,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S906U1 Build/SP1A.210812.016),2022-03-01T00:19:10.502Z,,,Android.App
id:e49fa0a4-e197-474b-b2e3-ac5de6177f8f,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 3a Build/SQ1A.220205.002),2022-03-14T20:15:38.439Z,,It worked fine.,Android.App
id:319ee5d1-73fe-4be0-819f-5c1e5fd949d1,Microsoft Office,Paint,1,TRUE,25.55.6/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-08T21:40:19.990Z,,Test comment,Android.App
id:6817c111-2245-4fcc-8ecc-7bdd2f013001,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U Build/QP1A.190711.020),2022-03-11T20:44:40.810Z,,,Android.App
id:0e431458-53e1-4e39-98b7-860177cae2f6,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; motorola one 5G ace Build/QZKS30.Q4-40-95-6),2022-03-07T21:44:58.403Z,,it's correct,Android.App
id:1cc62a8f-67ce-4c67-b290-9216188a4802,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-07T21:23:37.122Z,,,Android.App
id:f905a785-5ae7-4625-bee1-80557c67fb16,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-A037U Build/RP1A.200720.012),2022-03-09T22:19:49.483Z,,,Android.App
id:3389e15a-7078-4efc-94bf-490fcfc1636f,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-03-02T22:30:53.113Z,,,Android.App
id:5d53926a-11e9-4bb0-a453-9109994bb6c7,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-02T22:21:39.543Z,,,Android.App
id:5f5411e5-6bee-4dd3-b8da-ebd7110d750a,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 9; 5032W Build/PPR1.180610.011),2022-03-07T21:52:59.845Z,,,Android.App
id:5a5f4cbb-8f07-4210-931a-adff06381e93,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U1 Build/SP1A.210812.016),2022-03-01T00:50:45.427Z,,,Android.App
id:91aff662-095d-4e8d-a33c-0537f88d563a,Microsoft Office,Paint,1,TRUE,25.54.3/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-01T00:19:10.148Z,,,Android.App
id:26ca8a71-e232-4b98-9c36-7b5b118ea588,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U1 Build/SP1A.210812.016),2022-03-09T22:05:45.906Z,,,Android.App
id:8f191f23-9344-4169-a436-3596e313bc83,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; DE2118 Build/RKQ1.201217.002),2022-03-09T22:27:30.892Z,,,Android.App
id:4535705e-71e9-4eb3-87c6-6bace032f5dd,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 10; U318AA Build/QP1A.190711.020),2022-03-14T20:35:45.670Z,,,Android.App
id:b89f36fe-5764-4667-bb99-9e0ea194f570,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 5 Build/SQ1A.220205.002),2022-03-14T20:54:29.468Z,,,Android.App
id:9e5e6627-28fc-48f2-8b4e-e965175a15b9,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SQ1D.220205.004),2022-03-14T20:47:51.016Z,,,Android.App
id:35632101-46f4-42c7-81cc-690ab37795df,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 9; SM-G955U Build/PPR1.180610.011),2022-03-11T20:51:45.596Z,,,Android.App
id:297cea69-c525-4fd5-ad6c-b9a316342f9e,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-10T20:30:42.300Z,,,Android.App
id:8bb64ef2-bf67-43c4-a14a-70a5df955bd3,Microsoft Office,Word,1,TRUE,25.55.8/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-10T20:23:54.774Z,,,Android.App
id:58e4240e-8442-4ec9-983b-dc8402f536f5,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 4 XL Build/SQ1A.220105.002),2022-03-05T22:10:02.510Z,,,Android.App
id:c7e447d1-dd46-4ab9-a50a-3b4e48038bd0,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; Pixel 2 XL Build/RP1A.201005.004.A1),2022-03-09T23:27:32.516Z,,,Android.App
id:b4e6643e-4bcb-447e-878d-c9e9b3c11c41,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; Nokia X100 Build/RKQ1.210528.001),2022-03-07T21:30:06.835Z,,,Android.App
id:057989ea-6988-4dc3-89c3-a3eeea6320f4,Microsoft Office,Word,1,FALSE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 10; motorola one 5G ace Build/QZKS30.Q4-40-95-6),2022-03-03T00:51:52.931Z,,easier to use,Android.App
id:453cf3bc-97d0-43c6-83b4-42e0655ba7b0,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G975U Build/SP1A.210812.016),2022-03-07T01:39:53.002Z,,,Android.App
id:578841d8-2049-4a0d-9364-32120922ddc2,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SQ1D.220205.004),2022-03-07T02:53:51.715Z,,,Android.App
id:0608664e-3503-47df-a3a1-dd7c399cb208,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-N960U1 Build/QP1A.190711.020),2022-03-10T20:00:50.196Z,,,Android.App
id:e925a847-8ea6-4574-8c38-3a618e518da0,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 4a (5G) Build/SQ1A.220205.002),2022-03-08T21:56:24.596Z,,,Android.App
id:d8bd6f3f-95f1-4ae4-ae1f-188ed203516e,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G973U Build/SP1A.210812.016),2022-03-08T21:02:55.435Z,,,Android.App
id:451660cb-0671-45ec-b00c-323aafcc3cc8,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; LM-G710 Build/QKQ1.191222.002),2022-03-07T02:53:42.982Z,,,Android.App
id:52769bb6-dbe9-4733-8349-81bc8d233704,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N970U Build/SP1A.210812.016),2022-03-07T21:31:45.244Z,,,Android.App
id:4173adaf-3f2f-4207-a37b-08175af3bfc0,Microsoft Office,Word,1,FALSE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; Pixel 2 Build/RP1A.201005.004.A1),2022-03-01T00:49:38.548Z,,too simple,Android.App
id:e7d491e0-5bb1-44c7-8b31-364e68feea39,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U1 Build/SP1A.210812.016),2022-03-09T23:10:31.920Z,,,Android.App
id:4f9618a8-817e-464c-b015-ae3b36ee7f0a,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-03-09T23:30:55.875Z,,,Android.App
id:8401e3a1-a86a-415a-b3e0-1e94019925fc,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G991U Build/SP1A.210812.016),2022-03-01T00:23:26.737Z,,,Android.App
id:e191de60-90d6-4699-8751-ccf42e098e63,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; Mi 10 Pro Build/RKQ1.200826.002),2022-03-01T00:14:09.219Z,,,Android.App
id:9279ed5b-398b-4ccb-978a-03190b5d3eab,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G991U Build/SP1A.210812.016),2022-03-11T20:33:01.969Z,,,Android.App
id:c26c8eca-ebde-4318-9edb-45a3d726a127,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G975U Build/SP1A.210812.016),2022-03-05T22:28:09.423Z,,,Android.App
id:3664e63a-b1fd-4fb0-931f-f3c5e305b396,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-A526U Build/RP1A.200720.012),2022-03-07T01:20:42.352Z,,,Android.App
id:4f422876-d6f6-4389-aa0a-0706ee11d527,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G996U Build/SP1A.210812.016),2022-03-09T23:18:06.020Z,,,Android.App
id:e31ab152-d33a-46b1-8156-b44a0ce68efd,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S906U Build/SP1A.210812.016),2022-03-07T01:24:25.740Z,,,Android.App
id:a6cd0bb7-50a1-44d2-86e5-8b407fd2dcbd,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-07T01:58:21.827Z,,,Android.App
id:a1429d59-a3ee-441b-993d-614b29851b50,Microsoft Office,Word,1,TRUE,25.55.8/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-10T20:55:20.811Z,,,Android.App
id:b8489856-a1bf-49bb-a143-283bded4b5a4,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-10T20:41:11.406Z,,,Android.App
id:8192a194-376b-4a88-b013-4ad8c3d4afc7,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-11T20:59:10.526Z,,,Android.App
id:5c97aed7-2eb2-465b-98e4-c3d657a93f30,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-03-10T20:39:48.072Z,,,Android.App
id:f57ed9c2-77f9-4d48-a0ec-2b4f8df1772b,Microsoft Office,Excel,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G975U Build/SP1A.210812.016),2022-03-01T00:29:08.903Z,,,Android.App
id:88baebc0-ba86-496e-82b6-f98b9b8295b2,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 10; moto g(7) Build/QPUS30.52-23-13-4),2022-03-01T00:31:54.432Z,,,Android.App
id:db1a733b-070f-482e-8369-854919f92194,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G975U Build/SP1A.210812.016),2022-03-08T22:46:44.606Z,,,Android.App
id:192f716b-df62-41cf-9866-3a0ea9e72932,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SD1A.210817.036),2022-03-08T22:27:28.736Z,,,Android.App
id:24679cb1-9f34-41d1-82a9-411e2c1fc0fb,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G977U Build/SP1A.210812.016),2022-03-11T20:18:43.835Z,,,Android.App
id:24e739d5-e34d-40ad-8881-69dc67d37b46,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 4 Build/SQ1A.220205.002),2022-03-11T20:35:12.255Z,,,Android.App
id:aafdfa6f-d342-4c15-841a-a3ca9342159d,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-G973U1 Build/RP1A.200720.012),2022-03-08T22:34:08.930Z,,,Android.App
id:936320cb-7495-4dd8-8e0f-0a71934fa07d,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 10; LM-Q720 Build/QKQ1.200308.002),2022-03-14T20:59:47.694Z,,,Android.App
id:106a94ec-96e1-4be8-ad38-059d93589bf1,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-M515F Build/RP1A.200720.012),2022-03-08T11:31:44.816Z,,,Android.App
id:1b601d74-6e0d-4484-80af-dc6cc6b02885,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 4a Build/SQ1A.220205.002),2022-03-07T01:35:01.258Z,,,Android.App
id:531e1c4a-ec7d-4125-9f34-a7d222395b51,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G981V Build/SP1A.210812.016),2022-03-08T11:05:43.783Z,,,Android.App
id:85f821bb-db09-4333-ab9d-d7a87f29f981,Microsoft Office,Word,1,TRUE,25.54.0/Android Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-A520F Build/R16NW),2022-03-01T00:00:45.766Z,,,Android.App
id:af251151-2596-4a95-9cdf-57863b3cf8c8,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 11; LM-G820 Build/RKQ1.210420.001),2022-03-11T20:47:51.185Z,,,Android.App
id:130f5812-2375-41ab-8f1c-b162d715cfd4,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-09T01:07:13.328Z,,,Android.App
id:becac5f7-30ec-4a02-9001-8bf0171582ed,Microsoft Office,Excel,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-03-11T20:44:03.459Z,,,Android.App
id:a083cac1-cf36-43c2-9b3c-9cb15908cdbd,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; moto g stylus 5G Build/RRE31.Q2-11-52-4),2022-03-04T20:07:00.439Z,,,Android.App
id:bd5677e5-f834-4ee8-9ab7-9a32ff07f785,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N970U Build/SP1A.210812.016),2022-03-07T02:31:04.366Z,,,Android.App
id:accef773-54da-41ba-a5de-5102059576b5,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-03-08T22:08:15.876Z,,,Android.App
id:bbec4a8d-d0d3-4576-a07f-babf04f01410,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 5 Build/SP1A.210812.016.A1),2022-03-11T20:47:14.910Z,,,Android.App
id:2c59bc87-aad8-4d9b-9fd0-3c392790a50c,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-03-11T20:38:13.312Z,,,Android.App
id:884f35e0-e8de-4e06-886e-467ad053d779,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-11T20:31:37.656Z,,,Android.App
id:3b7085ac-60cd-4cfd-910b-02e02969949b,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G986U Build/SP1A.210812.016),2022-03-11T20:53:24.849Z,,,Android.App
id:c34dd473-fc3b-4580-a5af-566130dfe5ac,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 3 XL Build/SP1A.210812.016.C1),2022-03-11T20:14:45.805Z,,,Android.App
id:0d00cc55-5b48-446a-872a-37bacafbbc56,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-03-11T20:43:28.141Z,,,Android.App
id:9d427cea-296d-417b-a436-fd73998915e4,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; XP8800 Build/8A.0.0-07-10.0.0-15.39.00),2022-03-08T11:25:29.734Z,,,Android.App
id:793fcd8c-346c-41a5-8d5e-14a6e1befea3,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G991U1 Build/SP1A.210812.016),2022-03-14T00:47:17.226Z,,,Android.App
id:0060bd5b-c83c-43a2-b577-98696dfec64f,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-N960U Build/QP1A.190711.020),2022-03-14T00:29:03.841Z,,,Android.App
id:55046fe1-1031-4698-8d5a-6c6b39c709bb,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G981U1 Build/SP1A.210812.016),2022-03-11T20:38:24.827Z,,,Android.App
id:98cc5f30-b109-4753-b1a4-1c52d971adf0,Microsoft Office,Word,1,FALSE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 4 XL Build/SQ1A.220205.002),2022-03-11T20:31:59.870Z,,it's incorrect,Android.App
id:be830d09-16d4-49ad-be9a-e54cfe5fdef7,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-09T11:25:18.859Z,,,Android.App
id:86593f1a-6aa1-46c3-b122-19209fcc4dff,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-04T20:35:21.951Z,,,Android.App
id:346c4274-2433-45bb-829b-da9d4269d26d,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; LE2127 Build/RKQ1.201105.002),2022-03-04T20:40:27.033Z,,,Android.App
id:f880361d-7ee8-4f07-818f-eac7a8dd31f5,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S901U Build/SP1A.210812.016),2022-03-09T01:36:29.786Z,,,Android.App
id:5a21fb08-1e83-4a6e-8bb5-c777400b2223,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U Build/QP1A.190711.020),2022-03-04T20:02:27.916Z,,,Android.App
id:01afae1a-09b3-4e0b-a0e5-0aa5168bd63a,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220105.007),2022-03-04T20:07:03.936Z,,,Android.App
id:f829a1b7-5053-4995-b8fb-6fa5d2c3a1eb,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S906U1 Build/SP1A.210812.016),2022-03-14T00:18:13.938Z,,,Android.App
id:13bcd8df-c0c3-4b7b-8ea7-305da2b40542,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S901U Build/SP1A.210812.016),2022-03-14T00:25:50.144Z,,,Android.App
id:192f716b-df62-41cf-9866-3a0ea9e72932,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SD1A.210817.036),2022-03-08T22:27:38.214Z,,,Android.App
id:42e19cb8-0e3c-463f-9e4a-751793ae16c9,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-F926B Build/SP1A.210812.016),2022-03-09T01:13:10.598Z,,,Android.App
id:7f0e5931-e1b8-4926-9122-97cdaefa0209,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-04T20:25:49.915Z,,,Android.App
id:baacbe31-8e34-4cd2-9fc6-7b84d5a00be3,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SQ1D.220205.004),2022-03-09T01:33:24.942Z,,,Android.App
id:460f82be-9f79-4397-b979-caefb2e079c3,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; Pixel 3a Build/RQ3A.211001.001),2022-03-04T20:18:54.607Z,,,Android.App
id:c440affb-63f5-4607-9ece-d661eb2b9542,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; Pixel 3a Build/RQ3A.211001.001),2022-03-04T20:19:59.746Z,,,Android.App
id:793fcd8c-346c-41a5-8d5e-14a6e1befea3,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G991U1 Build/SP1A.210812.016),2022-03-14T00:47:17.117Z,,,Android.App
id:25219883-2942-40a0-bf11-84342e0c98db,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G781V Build/SP1A.210812.016),2022-03-14T00:53:04.442Z,,,Android.App
id:4cae878b-14b9-400e-8c0c-04ce2c4d0a19,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U1 Build/SP1A.210812.016),2022-03-14T01:24:51.372Z,,,Android.App
id:2451964f-e529-4641-990d-e0c28882edd6,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-09T01:52:06.578Z,,,Android.App
id:5b8c0323-e5f3-442c-a9b9-9a5350a5bbe5,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-12T21:19:03.030Z,,,Android.App
id:871deba5-2529-458b-b35d-2cf29c591b46,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; IN2017 Build/RP1A.201005.001),2022-03-08T23:38:38.958Z,,,Android.App
id:4acffd37-ca47-4005-b510-0ed1e35bfda8,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N985F Build/SP1A.210812.016),2022-03-09T11:58:50.140Z,,,Android.App
id:8c185628-0ce3-45c1-9655-19b2c729f36a,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; LM-Q730 Build/QKQ1.200216.002),2022-03-09T11:17:40.936Z,,,Android.App
id:67c85b8a-fb1b-46b7-aadc-998544d87e7a,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G975U Build/SP1A.210812.016),2022-03-12T21:40:12.429Z,,,Android.App
id:889ebc03-1991-482f-8744-597f13cf0c3c,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G991U Build/SP1A.210812.016),2022-03-12T21:01:38.025Z,,,Android.App
id:30da3550-e704-44c3-9683-f33f13af005e,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S906U Build/SP1A.210812.016),2022-03-12T21:55:14.577Z,,,Android.App
id:b384f01d-59eb-46e4-8f64-bcca4993d041,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-09T01:55:57.090Z,,,Android.App
id:9220c7a5-7e4d-4b1d-b0af-6be7b2e6234a,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-G965U Build/QP1A.190711.020),2022-03-08T23:29:02.983Z,,,Android.App
id:3cdc8efa-9726-47df-9a03-dff42f1ae8a7,Microsoft Office,Word,1,TRUE,25.54.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 5 Build/SQ1A.220205.002),2022-03-01T03:38:28.932Z,,,Android.App
